Avg_Flow(Cum/day),Assumed_Detention_period(hours),No._of_Tanks_Proposed(nil),Assumed_Depth_of_Liquid_column(m),Length_to_Breadth_ratio(nil),Breadth_of_the_tank(m)
35,23,23,2.09,14,4
