Avg_Flow(Cum/day),Assumed_Detention_period(hours),No._of_Tanks_Proposed(nil),Assumed_Depth_of_Liquid_column(m),Length_to_Breadth_ratio(nil),Breadth_of_the_tank(m)
40,6,1,3.05,2,4
